generated_on,display_name,Sep.21,Oct.21,Nov.21,Dec.21,Jan.22,Feb.22
2021-09-24 17:10:00.000,RBOB,-9.4,-10.95,-11.3,-13.05,-15.35,-27.7
2021-09-24 17:25:00.000,RBOB,-9.45,-10.95,-11.3,-13.05,-15.3,-27.7
2021-09-24 17:40:00.000,RBOB,-9.45,-11.0,-11.35,-13.1,-15.35,-27.65
2021-09-24 17:55:00.000,RBOB,-9.4,-10.95,-11.35,-13.15,-15.4,-27.65
2021-09-24 18:10:00.000,RBOB,-9.25,-10.8,-11.2,-13.05,-15.35,-27.7
2021-09-24 18:25:00.000,RBOB,-9.2,-10.75,-11.15,-13.0,-15.25,-27.8
2021-09-24 18:40:00.000,RBOB,-9.15,-10.7,-11.2,-13.05,-15.3,-27.75
2021-09-24 18:55:00.000,RBOB,-9.15,-10.65,-11.2,-13.0,-15.25,-27.6
2021-09-24 19:10:00.000,RBOB,-9.2,-10.7,-11.25,-13.1,-15.4,-27.7
2021-09-24 19:25:00.000,RBOB,-9.2,-10.7,-11.2,-13.05,-15.4,-27.75
2021-09-24 19:40:00.000,RBOB,-9.2,-10.7,-11.2,-13.1,-15.4,-27.7
2021-09-24 19:55:00.000,RBOB,-9.15,-10.7,-11.15,-13.0,-15.3,-27.65
2021-09-24 20:10:00.000,RBOB,-9.1,-10.6,-11.1,-12.95,-15.25,-27.6
2021-09-24 20:25:00.000,RBOB,-9.1,-10.6,-11.1,-12.95,-15.2,-27.55
2021-09-24 20:40:00.000,RBOB,-9.05,-10.55,-11.05,-12.9,-15.15,-27.45
2021-09-24 20:55:00.000,RBOB,-9.65,-10.7,-7.95,-9.75,-12.05,-24.2
2021-09-24 21:10:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.35
2021-09-24 21:25:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 21:40:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 21:55:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 22:10:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 22:25:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 22:40:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 22:55:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 23:10:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 23:25:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 23:40:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
2021-09-24 23:55:00.000,RBOB,-9.6,-10.7,-7.95,-9.75,-12.05,-24.4
